dimstate,dimcity,dimzipcode,dimcounty,dimcounty2
NY,Hauppauge,11788,Suffolk,Suffolk County
NY,Sound Beach,11789,Suffolk,Suffolk County
NY,Stony Brook,11790,Suffolk,Suffolk County
NY,Syosset,11791,Nassau,Nassau County
NY,Wading River,11792,Suffolk,Suffolk County
NY,Wantagh,11793,Nassau,Nassau County
NY,Stony Brook,11794,Suffolk,Suffolk County
NY,West Islip,11795,Suffolk,Suffolk County
NY,West Sayville,11796,Suffolk,Suffolk County
NY,Woodbury,11797,Nassau,Nassau County
NY,Wyandanch,11798,Suffolk,Suffolk County
NY,Hicksville,11801,Nassau,Nassau County
NY,Hicksville,11802,Nassau,Nassau County
NY,Plainview,11803,Nassau,Nassau County
NY,Old Bethpage,11804,Nassau,Nassau County
NY,Mid Island,11805,Suffolk,Suffolk County
NY,Hicksville,11815,Nassau,Nassau County
NY,Hicksville,11819,Nassau,Nassau County
NY,Jericho,11853,Nassau,Nassau County
NY,Hicksville,11854,Nassau,Nassau County
NY,Hicksville,11855,Nassau,Nassau County
NY,Riverhead,11901,Suffolk,Suffolk County
NY,Amagansett,11930,Suffolk,Suffolk County
NY,Aquebogue,11931,Suffolk,Suffolk County
NY,Bridgehampton,11932,Suffolk,Suffolk County
NY,Calverton,11933,Suffolk,Suffolk County
NY,Center Moriches,11934,Suffolk,Suffolk County
NY,Cutchogue,11935,Suffolk,Suffolk County
NY,East Hampton,11937,Suffolk,Suffolk County
NY,East Marion,11939,Suffolk,Suffolk County
NY,East Moriches,11940,Suffolk,Suffolk County
NY,Eastport,11941,Suffolk,Suffolk County
NY,East Quogue,11942,Suffolk,Suffolk County
NY,Greenport,11944,Suffolk,Suffolk County
NY,Hampton Bays,11946,Suffolk,Suffolk County
NY,Jamesport,11947,Suffolk,Suffolk County
NY,Laurel,11948,Suffolk,Suffolk County
NY,Manorville,11949,Suffolk,Suffolk County
NY,Mastic,11950,Suffolk,Suffolk County
NY,Mastic Beach,11951,Suffolk,Suffolk County
NY,Mattituck,11952,Suffolk,Suffolk County
NY,Middle Island,11953,Suffolk,Suffolk County
NY,Montauk,11954,Suffolk,Suffolk County
NY,Moriches,11955,Suffolk,Suffolk County
NY,New Suffolk,11956,Suffolk,Suffolk County
NY,Orient,11957,Suffolk,Suffolk County
NY,Peconic,11958,Suffolk,Suffolk County
NY,Quogue,11959,Suffolk,Suffolk County
NY,Remsenburg,11960,Suffolk,Suffolk County
NY,Ridge,11961,Suffolk,Suffolk County
NY,Sagaponack,11962,Suffolk,Suffolk County
NY,Sag Harbor,11963,Suffolk,Suffolk County
NY,Shelter Island,11964,Suffolk,Suffolk County
NY,Shelter Island Heights,11965,Suffolk,Suffolk County
NY,Shirley,11967,Suffolk,Suffolk County
NY,Southampton,11968,Suffolk,Suffolk County
NY,Southampton,11969,Suffolk,Suffolk County
NY,South Jamesport,11970,Suffolk,Suffolk County
NY,Southold,11971,Suffolk,Suffolk County
NY,Speonk,11972,Suffolk,Suffolk County
NY,Upton,11973,Suffolk,Suffolk County
NY,Wainscott,11975,Suffolk,Suffolk County
NY,Water Mill,11976,Suffolk,Suffolk County
NY,Westhampton,11977,Suffolk,Suffolk County
NY,Westhampton Beach,11978,Suffolk,Suffolk County
NY,Yaphank,11980,Suffolk,Suffolk County
NY,Alcove,12007,Albany,Albany County
NY,Alplaus,12008,Schenectady,Schenectady County
NY,Altamont,12009,Albany,Albany County
NY,Amsterdam,12010,Montgomery,Montgomery County
NY,Athens,12015,Greene,Greene County
NY,Auriesville,12016,Montgomery,Montgomery County
NY,Austerlitz,12017,Columbia,Columbia County
NY,Averill Park,12018,Rensselaer,Rensselaer County
NY,Ballston Lake,12019,Saratoga,Saratoga County
NY,Ballston Spa,12020,Saratoga,Saratoga County
NY,Berlin,12022,Rensselaer,Rensselaer County
NY,Berne,12023,Albany,Albany County
NY,Brainard,12024,Rensselaer,Rensselaer County
NY,Broadalbin,12025,Fulton,Fulton County
NY,Burnt Hills,12027,Saratoga,Saratoga County
NY,Buskirk,12028,Rensselaer,Rensselaer County
NY,Canaan,12029,Columbia,Columbia County
NY,Carlisle,12031,Schoharie,Schoharie County
NY,Caroga Lake,12032,Fulton,Fulton County
NY,Castleton On Hudson,12033,Rensselaer,Rensselaer County
NY,Central Bridge,12035,Schoharie,Schoharie County
NY,Charlotteville,12036,Schoharie,Schoharie County
NY,Chatham,12037,Columbia,Columbia County
NY,Cherry Plain,12040,Rensselaer,Rensselaer County
NY,Clarksville,12041,Albany,Albany County
NY,Climax,12042,Greene,Greene County
NY,Cobleskill,12043,Schoharie,Schoharie County
NY,Coeymans,12045,Albany,Albany County
NY,Coeymans Hollow,12046,Albany,Albany County
NY,Cohoes,12047,Albany,Albany County
NY,Columbiaville,12050,Columbia,Columbia County
NY,Coxsackie,12051,Greene,Greene County
NY,Cropseyville,12052,Rensselaer,Rensselaer County
NY,Delanson,12053,Schenectady,Schenectady County
NY,Delmar,12054,Albany,Albany County
NY,Dormansville,12055,Albany,Albany County
NY,Duanesburg,12056,Schenectady,Schenectady County
NY,Eagle Bridge,12057,Washington,Washington County
NY,Earlton,12058,Greene,Greene County
NY,East Berne,12059,Albany,Albany County
NY,East Chatham,12060,Columbia,Columbia County
NY,East Greenbush,12061,Rensselaer,Rensselaer County
NY,East Nassau,12062,Rensselaer,Rensselaer County
NY,East Schodack,12063,Rensselaer,Rensselaer County
NY,East Worcester,12064,Otsego,Otsego County
NY,Clifton Park,12065,Saratoga,Saratoga County
NY,Esperance,12066,Montgomery,Montgomery County
NY,Feura Bush,12067,Albany,Albany County
NY,Fonda,12068,Montgomery,Montgomery County
NY,Fort Hunter,12069,Montgomery,Montgomery County
NY,Fort Johnson,12070,Montgomery,Montgomery County
NY,Fultonham,12071,Schoharie,Schoharie County
NY,Fultonville,12072,Montgomery,Montgomery County
NY,Gallupville,12073,Schoharie,Schoharie County
NY,Galway,12074,Saratoga,Saratoga County
NY,Ghent,12075,Columbia,Columbia County
NY,Gilboa,12076,Schoharie,Schoharie County
NY,Glenmont,12077,Albany,Albany County
NY,Gloversville,12078,Fulton,Fulton County
NY,Grafton,12082,Rensselaer,Rensselaer County
NY,Greenville,12083,Greene,Greene County
NY,Guilderland,12084,Albany,Albany County
NY,Guilderland Center,12085,Albany,Albany County
NY,Hagaman,12086,Montgomery,Montgomery County
NY,Hannacroix,12087,Greene,Greene County
NY,Hoosick,12089,Rensselaer,Rensselaer County
NY,Hoosick Falls,12090,Rensselaer,Rensselaer County
NY,Howes Cave,12092,Schoharie,Schoharie County
NY,Jefferson,12093,Schoharie,Schoharie County
NY,Johnsonville,12094,Rensselaer,Rensselaer County
NY,Johnstown,12095,Fulton,Fulton County
NY,Kinderhook,12106,Columbia,Columbia County
NY,Knox,12107,Albany,Albany County
NY,Lake Pleasant,12108,Hamilton,Hamilton County
NY,Latham,12110,Albany,Albany County
NY,Latham,12111,Albany,Albany County
NY,Malden Bridge,12115,Columbia,Columbia County
NY,Maryland,12116,Otsego,Otsego County
NY,Mayfield,12117,Fulton,Fulton County
NY,Mechanicville,12118,Saratoga,Saratoga County
NY,Medusa,12120,Albany,Albany County
NY,Melrose,12121,Rensselaer,Rensselaer County
NY,Middleburgh,12122,Schoharie,Schoharie County
NY,Nassau,12123,Rensselaer,Rensselaer County
NY,New Baltimore,12124,Greene,Greene County
NY,New Lebanon,12125,Columbia,Columbia County
NY,Newtonville,12128,Albany,Albany County
NY,Niverville,12130,Columbia,Columbia County
NY,North Blenheim,12131,Schoharie,Schoharie County
NY,North Chatham,12132,Columbia,Columbia County
NY,North Hoosick,12133,Rensselaer,Rensselaer County
NY,Northville,12134,Fulton,Fulton County
NY,Old Chatham,12136,Columbia,Columbia County
NY,Pattersonville,12137,Schenectady,Schenectady County
NY,Petersburg,12138,Rensselaer,Rensselaer County
NY,Piseco,12139,Hamilton,Hamilton County
NY,Poestenkill,12140,Rensselaer,Rensselaer County
NY,Quaker Street,12141,Schenectady,Schenectady County
NY,Ravena,12143,Albany,Albany County
NY,Rensselaer,12144,Rensselaer,Rensselaer County
NY,Rensselaerville,12147,Albany,Albany County
NY,Rexford,12148,Saratoga,Saratoga County
NY,Richmondville,12149,Schoharie,Schoharie County
NY,Rotterdam Junction,12150,Schenectady,Schenectady County
NY,Round Lake,12151,Saratoga,Saratoga County
NY,Sand Lake,12153,Rensselaer,Rensselaer County
NY,Schaghticoke,12154,Rensselaer,Rensselaer County
NY,Schenevus,12155,Otsego,Otsego County
NY,Schodack Landing,12156,Rensselaer,Rensselaer County
NY,Schoharie,12157,Schoharie,Schoharie County
NY,Selkirk,12158,Albany,Albany County
NY,Slingerlands,12159,Albany,Albany County
NY,Sloansville,12160,Schoharie,Schoharie County
NY,South Bethlehem,12161,Albany,Albany County
NY,Speculator,12164,Hamilton,Hamilton County
NY,Spencertown,12165,Columbia,Columbia County
NY,Sprakers,12166,Montgomery,Montgomery County
NY,Stamford,12167,Delaware,Delaware County
NY,Stephentown,12168,Rensselaer,Rensselaer County
NY,Stephentown,12169,Rensselaer,Rensselaer County
NY,Stillwater,12170,Saratoga,Saratoga County
NY,Stottville,12172,Columbia,Columbia County
NY,Stuyvesant,12173,Columbia,Columbia County
NY,Stuyvesant Falls,12174,Columbia,Columbia County
NY,Summit,12175,Schoharie,Schoharie County
NY,Surprise,12176,Greene,Greene County
NY,Tribes Hill,12177,Montgomery,Montgomery County
NY,Troy,12179,Rensselaer,Rensselaer County
NY,Troy,12180,Rensselaer,Rensselaer County
NY,Troy,12181,Rensselaer,Rensselaer County
NY,Troy,12182,Rensselaer,Rensselaer County
NY,Troy,12183,Albany,Albany County
NY,Valatie,12184,Columbia,Columbia County
NY,Valley Falls,12185,Rensselaer,Rensselaer County
NY,Voorheesville,12186,Albany,Albany County
NY,Warnerville,12187,Schoharie,Schoharie County
NY,Waterford,12188,Saratoga,Saratoga County
NY,Watervliet,12189,Albany,Albany County
NY,Wells,12190,Hamilton,Hamilton County
NY,West Coxsackie,12192,Greene,Greene County
NY,Westerlo,12193,Albany,Albany County
NY,West Fulton,12194,Schoharie,Schoharie County
NY,West Lebanon,12195,Columbia,Columbia County
NY,West Sand Lake,12196,Rensselaer,Rensselaer County
NY,Worcester,12197,Otsego,Otsego County
NY,Wynantskill,12198,Rensselaer,Rensselaer County
NY,Albany,12201,Albany,Albany County
NY,Albany,12202,Albany,Albany County
NY,Albany,12203,Albany,Albany County
NY,Albany,12204,Albany,Albany County
NY,Albany,12205,Albany,Albany County
NY,Albany,12206,Albany,Albany County
NY,Albany,12207,Albany,Albany County
NY,Albany,12208,Albany,Albany County
NY,Albany,12209,Albany,Albany County
NY,Albany,12210,Albany,Albany County
NY,Albany,12211,Albany,Albany County
NY,Albany,12212,Albany,Albany County
NY,Albany,12214,Albany,Albany County
NY,Albany,12220,Albany,Albany County
NY,Albany,12222,Albany,Albany County
NY,Albany,12223,Albany,Albany County
NY,Albany,12224,Albany,Albany County
NY,Albany,12225,Albany,Albany County
NY,Albany,12226,Albany,Albany County
NY,Albany,12227,Albany,Albany County
NY,Albany,12228,Albany,Albany County
NY,Albany,12229,Albany,Albany County
NY,Albany,12230,Albany,Albany County
NY,Albany,12231,Albany,Albany County
NY,Albany,12232,Albany,Albany County
NY,Albany,12233,Albany,Albany County
NY,Albany,12234,Albany,Albany County
NY,Albany,12235,Albany,Albany County
NY,Albany,12236,Albany,Albany County
NY,Albany,12237,Albany,Albany County
NY,Albany,12238,Albany,Albany County
NY,Albany,12239,Albany,Albany County
NY,Albany,12240,Albany,Albany County
NY,Albany,12241,Albany,Albany County
NY,Albany,12242,Albany,Albany County
NY,Albany,12243,Albany,Albany County
NY,Albany,12244,Albany,Albany County
NY,Albany,12245,Albany,Albany County
NY,Albany,12246,Albany,Albany County
NY,Albany,12247,Albany,Albany County
NY,Albany,12248,Albany,Albany County
NY,Albany,12249,Albany,Albany County
NY,Albany,12250,Albany,Albany County
NY,Albany,12252,Albany,Albany County
NY,Albany,12255,Albany,Albany County
NY,Albany,12256,Albany,Albany County
NY,Albany,12257,Albany,Albany County
NY,Albany,12260,Albany,Albany County
NY,Albany,12261,Albany,Albany County
NY,Albany,12262,Albany,Albany County
NY,Albany,12288,Albany,Albany County
NY,Schenectady,12301,Schenectady,Schenectady County
NY,Schenectady,12302,Schenectady,Schenectady County
NY,Schenectady,12303,Schenectady,Schenectady County
NY,Schenectady,12304,Schenectady,Schenectady County
NY,Schenectady,12305,Schenectady,Schenectady County
NY,Schenectady,12306,Schenectady,Schenectady County
NY,Schenectady,12307,Schenectady,Schenectady County
NY,Schenectady,12308,Schenectady,Schenectady County
NY,Schenectady,12309,Schenectady,Schenectady County
NY,Schenectady,12325,Schenectady,Schenectady County
NY,Schenectady,12345,Schenectady,Schenectady County
NY,Kingston,12401,Ulster,Ulster County
NY,Kingston,12402,Ulster,Ulster County
NY,Accord,12404,Ulster,Ulster County
NY,Acra,12405,Greene,Greene County
NY,Arkville,12406,Delaware,Delaware County
NY,Ashland,12407,Greene,Greene County
NY,Bearsville,12409,Ulster,Ulster County
NY,Big Indian,12410,Ulster,Ulster County
NY,Bloomington,12411,Ulster,Ulster County
NY,Boiceville,12412,Ulster,Ulster County
NY,Cairo,12413,Greene,Greene County
NY,Catskill,12414,Greene,Greene County
NY,Chichester,12416,Ulster,Ulster County
NY,Connelly,12417,Ulster,Ulster County
NY,Cornwallville,12418,Greene,Greene County
NY,Cottekill,12419,Ulster,Ulster County
NY,Cragsmoor,12420,Ulster,Ulster County
NY,Denver,12421,Delaware,Delaware County
NY,Durham,12422,Greene,Greene County
NY,East Durham,12423,Greene,Greene County
NY,East Jewett,12424,Greene,Greene County
NY,Elka Park,12427,Greene,Greene County
NY,Ellenville,12428,Ulster,Ulster County
NY,Esopus,12429,Ulster,Ulster County
NY,Fleischmanns,12430,Delaware,Delaware County
NY,Freehold,12431,Greene,Greene County
NY,Glasco,12432,Ulster,Ulster County
NY,Glenford,12433,Ulster,Ulster County
NY,Grand Gorge,12434,Delaware,Delaware County
NY,Greenfield Park,12435,Ulster,Ulster County
NY,Haines Falls,12436,Greene,Greene County
NY,Halcottsville,12438,Delaware,Delaware County
NY,Hensonville,12439,Greene,Greene County
NY,High Falls,12440,Ulster,Ulster County
NY,Highmount,12441,Ulster,Ulster County
NY,Hunter,12442,Greene,Greene County
NY,Hurley,12443,Ulster,Ulster County
NY,Jewett,12444,Greene,Greene County
NY,Kerhonkson,12446,Ulster,Ulster County
NY,Lake Hill,12448,Ulster,Ulster County
NY,Lake Katrine,12449,Ulster,Ulster County
NY,Lanesville,12450,Greene,Greene County
NY,Leeds,12451,Greene,Greene County
NY,Lexington,12452,Greene,Greene County
NY,Malden On Hudson,12453,Ulster,Ulster County
NY,Maplecrest,12454,Greene,Greene County
NY,Margaretville,12455,Delaware,Delaware County
NY,Mount Marion,12456,Ulster,Ulster County
NY,Mount Tremper,12457,Ulster,Ulster County
NY,Napanoch,12458,Ulster,Ulster County
NY,New Kingston,12459,Delaware,Delaware County
NY,Oak Hill,12460,Greene,Greene County
NY,Olivebridge,12461,Ulster,Ulster County
NY,Palenville,12463,Greene,Greene County
NY,Phoenicia,12464,Ulster,Ulster County
NY,Pine Hill,12465,Ulster,Ulster County
NY,Port Ewen,12466,Ulster,Ulster County
NY,Prattsville,12468,Greene,Greene County
NY,Preston Hollow,12469,Albany,Albany County
NY,Purling,12470,Greene,Greene County
NY,Rifton,12471,Ulster,Ulster County
NY,Rosendale,12472,Ulster,Ulster County
NY,Round Top,12473,Greene,Greene County
NY,Roxbury,12474,Delaware,Delaware County
NY,Ruby,12475,Ulster,Ulster County
NY,Saugerties,12477,Ulster,Ulster County
NY,Shandaken,12480,Ulster,Ulster County
NY,Shokan,12481,Ulster,Ulster County
NY,South Cairo,12482,Greene,Greene County
NY,Spring Glen,12483,Ulster,Ulster County
NY,Stone Ridge,12484,Ulster,Ulster County
NY,Tannersville,12485,Greene,Greene County
NY,Tillson,12486,Ulster,Ulster County
NY,Ulster Park,12487,Ulster,Ulster County
NY,Wawarsing,12489,Ulster,Ulster County
NY,West Camp,12490,Ulster,Ulster County
NY,West Hurley,12491,Ulster,Ulster County
NY,West Kill,12492,Greene,Greene County
NY,West Park,12493,Ulster,Ulster County
NY,West Shokan,12494,Ulster,Ulster County
NY,Willow,12495,Ulster,Ulster County
NY,Windham,12496,Greene,Greene County
NY,Woodstock,12498,Ulster,Ulster County
NY,Amenia,12501,Dutchess,Dutchess County
NY,Ancram,12502,Columbia,Columbia County
NY,Ancramdale,12503,Columbia,Columbia County
NY,Annandale On Hudson,12504,Dutchess,Dutchess County
NY,Bangall,12506,Dutchess,Dutchess County
NY,Barrytown,12507,Dutchess,Dutchess County
NY,Beacon,12508,Dutchess,Dutchess County
NY,Billings,12510,Dutchess,Dutchess County
NY,Castle Point,12511,Dutchess,Dutchess County
NY,Chelsea,12512,Dutchess,Dutchess County
NY,Claverack,12513,Columbia,Columbia County
NY,Clinton Corners,12514,Dutchess,Dutchess County
NY,Clintondale,12515,Ulster,Ulster County
NY,Copake,12516,Columbia,Columbia County
NY,Copake Falls,12517,Columbia,Columbia County
NY,Cornwall,12518,Orange,Orange County
NY,Cornwall On Hudson,12520,Orange,Orange County
NY,Craryville,12521,Columbia,Columbia County
NY,Dover Plains,12522,Dutchess,Dutchess County
NY,Elizaville,12523,Columbia,Columbia County
NY,Fishkill,12524,Dutchess,Dutchess County
NY,Gardiner,12525,Ulster,Ulster County
NY,Germantown,12526,Columbia,Columbia County
NY,Glenham,12527,Dutchess,Dutchess County
NY,Highland,12528,Ulster,Ulster County
NY,Hillsdale,12529,Columbia,Columbia County
NY,Hollowville,12530,Columbia,Columbia County
NY,Holmes,12531,Dutchess,Dutchess County
NY,Hopewell Junction,12533,Dutchess,Dutchess County
NY,Hudson,12534,Columbia,Columbia County
NY,Hughsonville,12537,Dutchess,Dutchess County
NY,Hyde Park,12538,Dutchess,Dutchess County
NY,Lagrangeville,12540,Dutchess,Dutchess County
NY,Livingston,12541,Columbia,Columbia County
NY,Marlboro,12542,Ulster,Ulster County
NY,Maybrook,12543,Orange,Orange County
NY,Mellenville,12544,Columbia,Columbia County
NY,Millbrook,12545,Dutchess,Dutchess County
NY,Millerton,12546,Dutchess,Dutchess County
NY,Milton,12547,Ulster,Ulster County
NY,Modena,12548,Ulster,Ulster County
NY,Montgomery,12549,Orange,Orange County
NY,Newburgh,12550,Orange,Orange County
NY,Newburgh,12551,Orange,Orange County
NY,Newburgh,12552,Orange,Orange County
NY,New Windsor,12553,Orange,Orange County
NY,Mid Hudson,12555,Orange,Orange County
NY,New Paltz,12561,Ulster,Ulster County
NY,Patterson,12563,Putnam,Putnam County
NY,Pawling,12564,Dutchess,Dutchess County
NY,Philmont,12565,Columbia,Columbia County
NY,Pine Bush,12566,Orange,Orange County
NY,Pine Plains,12567,Dutchess,Dutchess County
NY,Plattekill,12568,Ulster,Ulster County
NY,Pleasant Valley,12569,Dutchess,Dutchess County
NY,Poughquag,12570,Dutchess,Dutchess County
NY,Red Hook,12571,Dutchess,Dutchess County
NY,Rhinebeck,12572,Dutchess,Dutchess County
NY,Rhinecliff,12574,Dutchess,Dutchess County
NY,Rock Tavern,12575,Orange,Orange County
NY,Salisbury Mills,12577,Orange,Orange County
NY,Salt Point,12578,Dutchess,Dutchess County
NY,Staatsburg,12580,Dutchess,Dutchess County
NY,Stanfordville,12581,Dutchess,Dutchess County
NY,Stormville,12582,Dutchess,Dutchess County
NY,Tivoli,12583,Dutchess,Dutchess County
NY,Vails Gate,12584,Orange,Orange County
NY,Verbank,12585,Dutchess,Dutchess County
NY,Walden,12586,Orange,Orange County
NY,Walker Valley,12588,Ulster,Ulster County
NY,Wallkill,12589,Ulster,Ulster County
NY,Wappingers Falls,12590,Dutchess,Dutchess County
NY,Wassaic,12592,Dutchess,Dutchess County
NY,West Copake,12593,Columbia,Columbia County
NY,Wingdale,12594,Dutchess,Dutchess County
NY,Poughkeepsie,12601,Dutchess,Dutchess County
NY,Poughkeepsie,12602,Dutchess,Dutchess County
NY,Poughkeepsie,12603,Dutchess,Dutchess County
NY,Poughkeepsie,12604,Dutchess,Dutchess County
NY,Monticello,12701,Sullivan,Sullivan County
NY,Barryville,12719,Sullivan,Sullivan County
NY,Bethel,12720,Sullivan,Sullivan County
NY,Bloomingburg,12721,Sullivan,Sullivan County
NY,Burlingham,12722,Sullivan,Sullivan County
NY,Callicoon,12723,Sullivan,Sullivan County
NY,Callicoon Center,12724,Sullivan,Sullivan County
NY,Claryville,12725,Sullivan,Sullivan County
NY,Cochecton,12726,Sullivan,Sullivan County
NY,Cochecton Center,12727,Sullivan,Sullivan County
NY,Cuddebackville,12729,Orange,Orange County
NY,Eldred,12732,Sullivan,Sullivan County
NY,Fallsburg,12733,Sullivan,Sullivan County
NY,Ferndale,12734,Sullivan,Sullivan County
NY,Fremont Center,12736,Sullivan,Sullivan County
NY,Glen Spey,12737,Sullivan,Sullivan County
NY,Glen Wild,12738,Sullivan,Sullivan County
NY,Godeffroy,12739,Orange,Orange County
NY,Grahamsville,12740,Sullivan,Sullivan County
NY,Hankins,12741,Sullivan,Sullivan County
NY,Harris,12742,Sullivan,Sullivan County
NY,Highland Lake,12743,Sullivan,Sullivan County
NY,Hortonville,12745,Sullivan,Sullivan County
NY,Huguenot,12746,Orange,Orange County
NY,Hurleyville,12747,Sullivan,Sullivan County
NY,Jeffersonville,12748,Sullivan,Sullivan County
NY,Kauneonga Lake,12749,Sullivan,Sullivan County
NY,Kenoza Lake,12750,Sullivan,Sullivan County
NY,Kiamesha Lake,12751,Sullivan,Sullivan County
NY,Lake Huntington,12752,Sullivan,Sullivan County
NY,Liberty,12754,Sullivan,Sullivan County
NY,Livingston Manor,12758,Sullivan,Sullivan County
NY,Loch Sheldrake,12759,Sullivan,Sullivan County
NY,Long Eddy,12760,Sullivan,Sullivan County
NY,Mongaup Valley,12762,Sullivan,Sullivan County
NY,Mountain Dale,12763,Sullivan,Sullivan County
NY,Narrowsburg,12764,Sullivan,Sullivan County
NY,Neversink,12765,Sullivan,Sullivan County
NY,North Branch,12766,Sullivan,Sullivan County
NY,Obernburg,12767,Sullivan,Sullivan County
NY,Parksville,12768,Sullivan,Sullivan County
NY,Phillipsport,12769,Sullivan,Sullivan County
NY,Pond Eddy,12770,Sullivan,Sullivan County
NY,Port Jervis,12771,Orange,Orange County
NY,Rock Hill,12775,Sullivan,Sullivan County
NY,Roscoe,12776,Sullivan,Sullivan County
NY,Forestburgh,12777,Sullivan,Sullivan County
NY,Smallwood,12778,Sullivan,Sullivan County
NY,South Fallsburg,12779,Sullivan,Sullivan County
NY,Sparrow Bush,12780,Orange,Orange County
NY,Summitville,12781,Sullivan,Sullivan County
NY,Sundown,12782,Ulster,Ulster County
NY,Swan Lake,12783,Sullivan,Sullivan County
NY,Thompsonville,12784,Sullivan,Sullivan County
NY,Westbrookville,12785,Sullivan,Sullivan County
NY,White Lake,12786,Sullivan,Sullivan County
NY,White Sulphur Springs,12787,Sullivan,Sullivan County
NY,Woodbourne,12788,Sullivan,Sullivan County
NY,Woodridge,12789,Sullivan,Sullivan County
NY,Wurtsboro,12790,Sullivan,Sullivan County
NY,Youngsville,12791,Sullivan,Sullivan County
NY,Yulan,12792,Sullivan,Sullivan County
NY,Glens Falls,12801,Warren,Warren County
NY,South Glens Falls,12803,Saratoga,Saratoga County
NY,Queensbury,12804,Warren,Warren County
NY,Adirondack,12808,Warren,Warren County
NY,Argyle,12809,Washington,Washington County
NY,Athol,12810,Warren,Warren County
NY,Bakers Mills,12811,Warren,Warren County
NY,Blue Mountain Lake,12812,Hamilton,Hamilton County
NY,Bolton Landing,12814,Warren,Warren County
NY,Brant Lake,12815,Warren,Warren County
NY,Cambridge,12816,Washington,Washington County
NY,Chestertown,12817,Warren,Warren County
NY,Clemons,12819,Washington,Washington County
NY,Cleverdale,12820,Warren,Warren County
NY,Comstock,12821,Washington,Washington County
NY,Corinth,12822,Saratoga,Saratoga County
NY,Cossayuna,12823,Washington,Washington County
NY,Diamond Point,12824,Warren,Warren County
NY,Fort Ann,12827,Washington,Washington County
NY,Fort Edward,12828,Washington,Washington County
NY,Gansevoort,12831,Saratoga,Saratoga County
NY,Granville,12832,Washington,Washington County
NY,Greenfield Center,12833,Saratoga,Saratoga County
NY,Greenwich,12834,Washington,Washington County
NY,Hadley,12835,Saratoga,Saratoga County
NY,Hague,12836,Warren,Warren County
NY,Hampton,12837,Washington,Washington County
NY,Hartford,12838,Washington,Washington County
NY,Hudson Falls,12839,Washington,Washington County
NY,Huletts Landing,12841,Washington,Washington County
NY,Indian Lake,12842,Hamilton,Hamilton County
NY,Johnsburg,12843,Warren,Warren County
NY,Kattskill Bay,12844,Warren,Warren County
NY,Lake George,12845,Warren,Warren County
NY,Lake Luzerne,12846,Warren,Warren County
NY,Long Lake,12847,Hamilton,Hamilton County
NY,Middle Falls,12848,Washington,Washington County
NY,Middle Granville,12849,Washington,Washington County
NY,Middle Grove,12850,Saratoga,Saratoga County
NY,Minerva,12851,Essex,Essex County
NY,Newcomb,12852,Essex,Essex County
NY,North Creek,12853,Warren,Warren County
NY,North Granville,12854,Washington,Washington County
NY,North Hudson,12855,Essex,Essex County
NY,North River,12856,Warren,Warren County
NY,Olmstedville,12857,Essex,Essex County
NY,Paradox,12858,Essex,Essex County
NY,Porter Corners,12859,Saratoga,Saratoga County
NY,Pottersville,12860,Warren,Warren County
NY,Putnam Station,12861,Washington,Washington County
NY,Riparius,12862,Warren,Warren County
NY,Rock City Falls,12863,Saratoga,Saratoga County
NY,Sabael,12864,Hamilton,Hamilton County
NY,Salem,12865,Washington,Washington County
NY,Saratoga Springs,12866,Saratoga,Saratoga County
NY,Schroon Lake,12870,Essex,Essex County
NY,Schuylerville,12871,Saratoga,Saratoga County
NY,Severance,12872,Essex,Essex County
NY,Shushan,12873,Washington,Washington County
NY,Silver Bay,12874,Warren,Warren County
NY,Stony Creek,12878,Warren,Warren County
NY,Newcomb,12879,Essex,Essex County
NY,Ticonderoga,12883,Essex,Essex County
NY,Victory Mills,12884,Saratoga,Saratoga County
NY,Warrensburg,12885,Warren,Warren County
NY,Wevertown,12886,Warren,Warren County
NY,Whitehall,12887,Washington,Washington County
NY,Plattsburgh,12901,Clinton,Clinton County
NY,Plattsburgh,12903,Clinton,Clinton County
NY,Altona,12910,Clinton,Clinton County
NY,Keeseville,12911,Clinton,Clinton County
NY,Au Sable Forks,12912,Clinton,Clinton County
NY,Bloomingdale,12913,Essex,Essex County
NY,Bombay,12914,Franklin,Franklin County
NY,Brainardsville,12915,Franklin,Franklin County
NY,Brushton,12916,Franklin,Franklin County
NY,Burke,12917,Franklin,Franklin County
NY,Cadyville,12918,Clinton,Clinton County
NY,Champlain,12919,Clinton,Clinton County
NY,Chateaugay,12920,Franklin,Franklin County
NY,Chazy,12921,Clinton,Clinton County
NY,Childwold,12922,Saint Lawrence,Saint Lawrence County
NY,Churubusco,12923,Clinton,Clinton County
NY,Keeseville,12924,Clinton,Clinton County
NY,Constable,12926,Franklin,Franklin County
NY,Cranberry Lake,12927,Saint Lawrence,Saint Lawrence County
NY,Crown Point,12928,Essex,Essex County
NY,Dannemora,12929,Clinton,Clinton County
NY,Dickinson Center,12930,Franklin,Franklin County
NY,Elizabethtown,12932,Essex,Essex County
NY,Ellenburg,12933,Clinton,Clinton County
NY,Ellenburg Center,12934,Clinton,Clinton County
NY,Ellenburg Depot,12935,Clinton,Clinton County
NY,Essex,12936,Essex,Essex County
NY,Fort Covington,12937,Franklin,Franklin County
NY,Gabriels,12939,Franklin,Franklin County
NY,Jay,12941,Essex,Essex County
NY,Keene,12942,Essex,Essex County
NY,Keene Valley,12943,Essex,Essex County
